	id	title	total.gross	distributer	genre	release.date	runtime	budget	MPAA.rating
1778	shorts.htm	Shorts 	20919166	Warner Bros.	Family Adventure	21/8/09	1 hrs. 29 min.	N/A	PG
1779	shotgunstories.htm	Shotgun Stories 	46026	International Film Circuit	Drama / Thriller	14/12/07	1 hrs. 32 min.	N/A	PG-13
1780	showbusiness.htm	Show Business 	151792	Regent Releasing	Documentary	11/5/07	1 hrs. 42 min.	N/A	PG
1781	shrek3.htm	Shrek the Third 	322719944	Paramount (DreamWorks)	Animation	18/5/07	1 hrs. 32 min.	$160 million	PG
1782	shrek4.htm	Shrek Forever After 	238736787	Paramount (DreamWorks)	Animation	21/5/10	1 hrs. 33 min.	$165 million	PG
1783	shrink.htm	Shrink 	189621	Roadside Attractions	Drama	24/7/09	1 hrs. 50 min.	N/A	R
1784	shutter.htm	Shutter 	25928550	Fox	Horror	21/3/08	1 hrs. 25 min.	N/A	PG-13
1785	shutterisland.htm	Shutter Island 	128012934	Paramount	Period Drama	19/2/10	2 hrs. 18 min.	$80 million	R
1786	shutupandsing.htm	Shut Up and Sing 	1215045	Weinstein Company	Documentary	27/10/06	1 hrs. 39 min.	N/A	R
1787	siciliangirl.htm	The Sicilian Girl 	71239	Music Box Films	Crime Drama	4/8/10	1 hrs. 55 min.	N/A	Unrated
1788	sicko.htm	Sicko 	24540079	Lionsgate	Documentary	22/6/07	2 hrs. 3 min.	$9 million	PG-13
1789	signal.htm	The Signal 	251150	Magnolia	Horror	22/2/08	1 hrs. 39 min.	N/A	R
1790	silenthill.htm	Silent Hill 	46982632	Sony / Columbia	Horror	21/4/06	2 hrs. 0 min.	$50 million	R
1791	silk.htm	Silk 	1103075	Picturehouse	Romance	14/9/07	1 hrs. 50 min.	N/A	R
1792	simpsons.htm	The Simpsons Movie 	183135014	Fox	Animation	27/7/07	1 hrs. 27 min.	$75 million	PG-13
1793	singham.htm	Singham 	350864	Reliance Big Pictures	Foreign	22/7/11	2 hrs. 23 min.	N/A	Unrated
1794	singhiskinng.htm	Singh Is Kinng 	2159376	Studio 18	Foreign	7/8/08	2 hrs. 15 min.	N/A	Unrated
1795	singingrevolution.htm	The Singing Revolution 	426855	Abramorama	Documentary	7/12/07	1 hrs. 34 min.	N/A	Unrated
1796	singleman.htm	A Single Man 	9176000	Weinstein Company	Drama	11/12/09	1 hrs. 39 min.	$7 million	R
1797	sinnombre.htm	Sin Nombre 	2536665	Focus Features	Thriller	20/3/09	1 hrs. 36 min.	N/A	R
1798	sirnosir.htm	Sir! No Sir! 	116944	Balcony Releasing	Documentary	7/4/06	1 hrs. 25 min.	N/A	Unrated
1799	situation.htm	The Situation 	48896	Shadow Dist.	War Drama	2/2/07	1 hrs. 46 min.	N/A	R
1800	sixtysix.htm	Sixty Six 	224614	First Independent Pictures	Period Drama	1/8/08	1 hrs. 33 min.	N/A	PG-13
1801	skateland.htm	Skateland 	19411	Freestyle Releasing	Drama	13/5/11	1 hrs. 38 min.	N/A	PG-13
1802	skeptic.htm	The Skeptic 	6671	IFC	Thriller	1/5/09	1 hrs. 29 min.	N/A	Unrated
1803	sketchesoffrankgehry.htm	Sketches of Frank Gehry 	439309	Sony Classics	Documentary	12/5/06	1 hrs. 23 min.	N/A	PG-13
1804	skillslikethis.htm	Skills Like This 	63163	Shadow Dist.	Comedy	20/3/09	1 hrs. 28 min.	N/A	Unrated
1805	skyline.htm	Skyline 	21393620	Universal	Thriller	12/11/10	1 hrs. 40 min.	$10 million	PG-13
1806	slamminsalmon.htm	The Slammin' Salmon 	41587	Anchor Bay Films	Comedy	11/12/09	1 hrs. 30 min.	N/A	R
1807	sleepdealer.htm	Sleep Dealer 	80136	Maya Entertainment	Foreign	17/4/09	1 hrs. 30 min.	N/A	PG-13
1808	sleepwalking.htm	Sleepwalking 	166057	Overture Films	Drama	14/3/08	1 hrs. 41 min.	N/A	R
1809	sleuth07.htm	Sleuth 	342895	Sony Classics	Thriller	12/10/07	1 hrs. 26 min.	N/A	R
1810	slumdogmillionaire.htm	Slumdog Millionaire 	141319928	Fox Searchlight	Drama	12/11/08	2 hrs. 0 min.	$15 million	R
1811	smalltownmurdersongs.htm	Small Town Murder Songs 	31133	"Monterey Media, Inc."	Crime Thriller	3/6/11	1 hrs. 15 min.	N/A	Unrated
1812	smartpeople.htm	Smart People 	9511289	Miramax	Comedy	11/4/08	1 hrs. 33 min.	N/A	R
1813	smokinaces.htm	Smokin' Aces 	35787686	Universal	Action Comedy	26/1/07	1 hrs. 48 min.	$17 million	R
1814	smurfs.htm	The Smurfs 	142614158	Sony / Columbia	Family Comedy	29/7/11	1 hrs. 26 min.	$110 million	PG
1815	snakesonaplane.htm	Snakes on a Plane 	34020814	New Line	Horror Thriller	18/8/06	1 hrs. 46 min.	$33 million	R
1816	snowangels.htm	Snow Angels 	402858	Warner Independent	Drama	7/3/08	1 hrs. 46 min.	N/A	R
1817	snowcake.htm	Snow Cake 	26651	IFC	Drama	27/4/07	1 hrs. 52 min.	N/A	Unrated
1818	snowflower.htm	Snow Flower and the Secret Fan 	1348205	Fox Searchlight	Historical Drama	15/7/11	2 hrs. 0 min.	$6 million	PG-13
1819	soap.htm	Soap 	4164	Strand	Foreign	3/11/06	1 hrs. 44 min.	N/A	Unrated
1820	socialnetwork.htm	The Social Network 	96962694	Sony / Columbia	Comedy / Drama	1/10/10	2 hrs. 0 min.	$40 million	PG-13
1821	sogoesthenation.htm	So Goes the Nation 	10337	IFC	Documentary	4/10/06	1 hrs. 30 min.	N/A	Unrated
1822	solitaryman.htm	Solitary Man 	4360548	Anchor Bay Films	Comedy / Drama	21/5/10	1 hrs. 30 min.	$15 million	R
1823	soloist.htm	The Soloist 	31720158	Paramount (DreamWorks)	Music Drama	24/4/09	1 hrs. 49 min.	N/A	PG-13
1824	somersault.htm	Somersault 	92214	Magnolia	Drama	21/4/06	1 hrs. 42 min.	N/A	Unrated
1825	somethingborrowed.htm	Something Borrowed 	39046489	Warner Bros.	Romantic Comedy	6/5/11	1 hrs. 43 min.	$35 million	PG-13
1826	somewhere10.htm	Somewhere 	1785645	Focus Features	Comedy / Drama	22/12/10	1 hrs. 38 min.	$7 million	R
1827	somuchsofast.htm	So Much So Fast 	21525	Balcony Releasing	Documentary	11/10/06	1 hrs. 27 min.	N/A	Unrated
1828	songofsparrows.htm	The Song of Sparrows 	116372	Regent Releasing	Foreign	3/4/09	1 hrs. 36 min.	N/A	PG
1829	sonoframbow.htm	Son of Rambow 	1785505	Paramount Vantage	Comedy	2/5/08	1 hrs. 36 min.	N/A	PG-13
1830	sophiescholl.htm	Sophie Scholl - The Final Days 	680331	Zeitgeist	Foreign	17/2/06	1 hrs. 57 min.	N/A	Unrated
1831	sorcerersapprentice.htm	The Sorcerer's Apprentice 	63150991	Buena Vista	Fantasy	14/7/10	1 hrs. 51 min.	$150 million	PG
1832	sororityrow.htm	Sorority Row 	11965282	Summit Entertainment	Horror	11/9/09	1 hrs. 41 min.	$12.5 million	R
1833	soulkitchen.htm	Soul Kitchen 	276901	IFC	Foreign	20/8/10	1 hrs. 39 min.	N/A	Unrated
1834	soulmen.htm	Soul Men 	12082391	MGM (Weinstein)	Comedy	7/11/08	1 hrs. 43 min.	N/A	R
1835	soulpower.htm	Soul Power 	207121	Sony Classics	Documentary	10/7/09	1 hrs. 33 min.	N/A	PG-13
1836	soulsurfer.htm	Soul Surfer 	43853424	TriStar	Sports Drama	8/4/11	1 hrs. 45 min.	$18 million	PG
1837	sourcecode.htm	Source Code 	54712227	Summit Entertainment	Sci-Fi Thriller	1/4/11	1 hrs. 34 min.	$32 million	PG-13
1838	southlandtales.htm	Southland Tales 	275380	Samuel Goldwyn	Sci-Fi	14/11/07	2 hrs. 24 min.	N/A	R
1839	southoftheborder.htm	South of the Border 	198600	Cinema Libre	Documentary	25/6/10	1 hrs. 18 min.	N/A	Unrated
1840	spacechimps.htm	Space Chimps 	30105968	Fox	Animation	18/7/08	1 hrs. 21 min.	$37 million	G
1841	spacestation3dimax.htm	Space Station 3-D 	NA	IMAX	IMAX	19/4/02	0 hrs. 46 min.	N/A	Unrated
1842	speedracer.htm	Speed Racer 	43945766	Warner Bros.	Action	9/5/08	2 hrs. 15 min.	$120 million	PG
1843	spiderman3.htm	Spider-Man 3 	336530303	Sony / Columbia	Action / Adventure	4/5/07	2 hrs. 20 min.	$258 million	PG-13
1844	spiderwickchronicles.htm	The Spiderwick Chronicles 	71195053	Paramount	Fantasy	14/2/08	1 hrs. 37 min.	$90 million	PG
1845	spirit09.htm	The Spirit 	19806188	Lionsgate	Action Fantasy	25/12/08	1 hrs. 48 min.	N/A	PG-13
1846	splice.htm	Splice 	17010170	Warner Bros.	Sci-Fi Horror	4/6/10	1 hrs. 44 min.	$30 million	R
1847	spokenword.htm	Spoken Word 	32961	Variance Films	Drama	23/7/10	1 hrs. 56 min.	N/A	Unrated
1848	spread.htm	Spread 	250618	Anchor Bay Films	Comedy	14/8/09	1 hrs. 37 min.	N/A	R
1849	spykids4.htm	Spy Kids: All the Time in the World 	38538188	Weinstein / Dimension	Family Adventure	19/8/11	1 hrs. 28 min.	$27 million	PG
1850	spynextdoor.htm	The Spy Next Door 	24307086	Lionsgate	Action Comedy	15/1/10	1 hrs. 32 min.	N/A	PG
1851	square10.htm	The Square 	406116	Apparition	Drama / Thriller	9/4/10	1 hrs. 45 min.	N/A	R
1852	standardoperatingprocedure.htm	Standard Operating Procedure 	229117	Sony Classics	Documentary	25/4/08	1 hrs. 58 min.	N/A	R
1853	stardust.htm	Stardust 	38634938	Paramount	Fantasy	10/8/07	2 hrs. 8 min.	$70 million	PG-13
1854	starterforten.htm	Starter for 10 	216839	Picturehouse	Comedy / Drama	23/2/07	1 hrs. 36 min.	N/A	PG-13
1855	startingoutintheevening.htm	Starting Out in the Evening 	898786	Roadside Attractions	Drama	23/11/07	1 hrs. 51 min.	N/A	PG-13
1856	startrek11.htm	Star Trek 	257730019	Paramount	Sci-Fi Adventure	8/5/09	2 hrs. 6 min.	$150 million	PG-13
1857	starwarsclonewars.htm	Star Wars: The Clone Wars 	35161554	Warner Bros.	Animation	15/8/08	1 hrs. 38 min.	N/A	PG
1858	stateofplay.htm	State of Play 	37017955	Universal	Thriller	17/4/09	1 hrs. 58 min.	N/A	PG-13
1859	stayalive.htm	Stay Alive 	23086480	Buena Vista	Horror	24/3/06	1 hrs. 25 min.	N/A	PG-13
1860	steelcity.htm	Steel City 	10227	Truly Indie	Drama	25/5/07	1 hrs. 35 min.	N/A	R
1861	steep.htm	Steep 	260586	Sony Classics	Documentary	21/12/07	1 hrs. 32 min.	N/A	PG
1862	stepbrothers.htm	Step Brothers 	100468793	Sony / Columbia	Comedy	25/7/08	1 hrs. 35 min.	$65 million	R
1863	stepfather09.htm	The Stepfather 	29062561	Sony / Screen Gems	Horror Thriller	16/10/09	1 hrs. 41 min.	$20 million	PG-13
1864	stephaniedaley.htm	Stephanie Daley 	25751	Regent Releasing	Drama	20/4/07	1 hrs. 30 min.	N/A	R
1865	stepup.htm	Step Up 	65328121	Buena Vista	Music Drama	11/8/06	1 hrs. 38 min.	$12 million	PG-13
1866	stepup2.htm	Step Up 2 the Streets 	58017783	Buena Vista	Music Drama	14/2/08	1 hrs. 38 min.	N/A	PG-13
1867	stepup3d.htm	Step Up 3-D 	42400223	Buena Vista	Music Drama	6/8/10	1 hrs. 37 min.	$30 million	PG-13
1868	stickit.htm	Stick It 	26910736	Buena Vista	Sports Comedy	28/4/06	1 hrs. 45 min.	N/A	PG-13
1869	stilllife.htm	Still Life 	76983	New Yorker	Foreign	18/1/08	1 hrs. 51 min.	N/A	Unrated
1870	stillwalking.htm	Still Walking 	167047	IFC	Foreign	28/8/09	1 hrs. 54 min.	N/A	Unrated
1871	stolen2010.htm	Stolen 	7943	IFC	Thriller	12/3/10	1 hrs. 30 min.	N/A	R
1872	stomptheyard.htm	Stomp the Yard 	61356221	Sony / Screen Gems	Music Drama	12/1/07	1 hrs. 55 min.	$13 million	PG-13
1873	stone.htm	Stone 	1810078	Overture Films	Drama / Thriller	8/10/10	1 hrs. 45 min.	$22 million	R
1874	stonewalluprising.htm	Stonewall Uprising 	128203	First Run	Documentary	16/6/10	1 hrs. 22 min.	N/A	Unrated
1875	stoningofsorayam.htm	The Stoning of Soraya M. 	637421	Roadside Attractions	Drama	26/6/09	1 hrs. 56 min.	N/A	R
1876	stoploss.htm	Stop-Loss 	10915744	Paramount	War Drama	28/3/08	1 hrs. 53 min.	$25 million	R
1877	stormbreaker.htm	Alex Rider: Operation Stormbreaker 	677646	Weinstein Company	Action / Adventure	6/10/06	1 hrs. 33 min.	N/A	PG
1878	stranded.htm	Stranded: I Have Come from a Plane That Crashed on the Mountains 	89473	Zeitgeist	Documentary	22/10/08	2 hrs. 6 min.	N/A	Unrated
1879	strangepowers.htm	Strange Powers: Stephin Merritt and the Magnetic Fields 	68719	Variance Films	Documentary	27/10/10	1 hrs. 22 min.	N/A	Unrated
1880	strangers.htm	The Strangers 	52597610	Rogue Pictures	Thriller	30/5/08	1 hrs. 47 min.	$9 million	R
1881	strangerswithcandy.htm	Strangers with Candy 	2072645	ThinkFilm	Comedy	28/6/06	1 hrs. 37 min.	N/A	R
1882	strangerthanfiction.htm	Stranger Than Fiction 	40660952	Sony / Columbia	Fantasy Comedy	10/11/06	1 hrs. 45 min.	$30 million	PG-13
1883	strangewilderness.htm	Strange Wilderness 	6575282	Paramount Classics	Comedy	1/2/08	1 hrs. 27 min.	N/A	R
1884	streetfighter09.htm	Street Fighter: The Legend of Chun-Li 	8742261	Fox	Action	27/2/09	1 hrs. 36 min.	N/A	PG-13
1885	streetkings.htm	Street Kings 	26418667	Fox Searchlight	Crime Drama	11/4/08	1 hrs. 47 min.	$20 million	R
1886	streetpoet.htm	Fighting Words 	35688	Indican	Drama	6/4/07	1 hrs. 29 min.	N/A	R
1887	stuck.htm	Stuck 	67505	ThinkFilm	Thriller	30/5/08	1 hrs. 34 min.	N/A	R
1888	submarine.htm	Submarine 	467602	Weinstein Company	Comedy / Drama	3/6/11	1 hrs. 37 min.	N/A	R
1889	suckerpunch.htm	Sucker Punch 	36392502	Warner Bros.	Action	25/3/11	2 hrs. 0 min.	$82 million	PG-13
1890	sugar09.htm	Sugar 	1082124	Sony Classics	Sports Drama	3/4/09	1 hrs. 54 min.	N/A	R
1891	sukiyakiwesterndjango.htm	Sukiyaki Western Django 	50659	First Look	Western	29/8/08	2 hrs. 1 min.	N/A	R
1892	summer04.htm	Summer '04 	20474	Cinema Guild	Foreign	1/8/07	1 hrs. 37 min.	N/A	Unrated
1893	summerhours.htm	Summer Hours 	1657001	IFC	Foreign	15/5/09	1 hrs. 39 min.	N/A	Unrated
1894	summerpalace.htm	Summer Palace 	63045	Palm	Foreign	18/1/08	2 hrs. 20 min.	N/A	Unrated
1895	summerwars.htm	Summer Wars 	80768	GKIDS	Animation	24/12/10	1 hrs. 54 min.	N/A	PG
1896	sunflower.htm	Sunflower 	23919	New Yorker	Foreign	17/8/07	2 hrs. 9 min.	N/A	Unrated
1897	sunshine06.htm	Sunshine 	3675753	Fox Searchlight	Sci-Fi Thriller	20/7/07	1 hrs. 48 min.	N/A	R
1898	sunshinecleaning.htm	Sunshine Cleaning 	12062558	Overture Films	Comedy	13/3/09	1 hrs. 42 min.	N/A	R
1899	super2011.htm	Super 	327716	IFC	Comedy	1/4/11	1 hrs. 30 min.	$2.5 million	R
1900	super8.htm	Super 8 	127004179	Paramount	Sci-Fi	10/6/11	1 hrs. 52 min.	$50 million	PG-13
1901	superbad.htm	Superbad 	121463226	Sony / Columbia	Comedy	17/8/07	1 hrs. 54 min.	$20 million	R
1902	superexgirlfriend.htm	My Super Ex-Girlfriend 	22530295	Fox	Fantasy Comedy	21/7/06	1 hrs. 35 min.	N/A	PG-13
1903	superheromovie.htm	Superhero Movie 	25881068	MGM (Weinstein)	Comedy	28/3/08	1 hrs. 25 min.	N/A	PG-13
1904	superman06.htm	Superman Returns 	200081192	Warner Bros.	Action / Adventure	28/6/06	2 hrs. 34 min.	$270 million	PG-13
1905	surfsup.htm	Surf's Up 	58867694	Sony / Columbia	Animation	8/6/07	1 hrs. 25 min.	N/A	PG
1906	surfwise.htm	Surfwise 	269994	Magnolia	Documentary	9/5/08	1 hrs. 33 min.	N/A	R
1907	surrogates.htm	Surrogates 	38577772	Buena Vista	Sci-Fi Action	25/9/09	1 hrs. 29 min.	$80 million	PG-13
1908	surveillance.htm	Surveillance 	27349	Magnolia	Thriller	26/6/09	1 hrs. 37 min.	N/A	R
1909	survivalofthedead.htm	George A. Romero's Survival of the Dead 	101740	Magnolia	Horror	28/5/10	1 hrs. 30 min.	$4 million	R
1910	sweeneytodd.htm	Sweeney Todd: The Demon Barber of Fleet Street 	52898073	Paramount (DreamWorks)	Musical	21/12/07	1 hrs. 56 min.	$50 million	R
1911	sweetgrass.htm	Sweetgrass 	207473	Cinema Guild	Documentary	6/1/10	1 hrs. 45 min.	N/A	Unrated
1912	sweetland.htm	Sweet Land 	1706325	"Libero, LLC"	Period Drama	13/10/06	1 hrs. 50 min.	"$1,000,000 "	PG
1913	swimmers.htm	Swimmers 	34812	Skouras	Drama	31/3/06	1 hrs. 30 min.	N/A	Unrated
1914	swingvote.htm	Swing Vote 	16289867	Buena Vista	Comedy / Drama	1/8/08	1 hrs. 40 min.	$21 million	PG-13
1915	sydneywhite.htm	Sydney White 	11892415	Universal	Comedy	21/9/07	1 hrs. 30 min.	N/A	PG-13
1916	sympathyforladyvengeance.htm	Lady Vengeance 	211667	Tartan	Foreign	28/4/06	1 hrs. 52 min.	N/A	R
1917	syndromesandacentury.htm	Syndromes and a Century 	16675	Strand	Foreign	18/4/07	1 hrs. 45 min.	N/A	Unrated
1918	synecdochenewyork.htm	"Synecdoche, New York "	3083538	Sony Classics	Comedy	24/10/08	2 hrs. 4 min.	$20 million	R
1919	taarezameenpar.htm	Taare Zameen Par 	1223869	UTV Communications	Foreign	21/12/07	2 hrs. 45 min.	N/A	Unrated
1920	tabloid.htm	Tabloid 	696921	IFC	Documentary	15/7/11	1 hrs. 27 min.	N/A	R
1921	takemyeyes.htm	Take My Eyes 	30496	New Yorker	Foreign	17/3/06	1 hrs. 49 min.	N/A	Unrated
1922	taken.htm	Taken 	145000989	Fox	Action	30/1/09	1 hrs. 33 min.	$25 million	PG-13
1923	takeout.htm	Take Out 	69816	CAVU	Drama	6/6/08	1 hrs. 27 min.	N/A	Unrated
1924	takingofpelham09.htm	The Taking of Pelham 1 2 3 	65452312	Sony / Columbia	Action Thriller	12/6/09	2 hrs. 1 min.	$100 million	R
1925	takingwoodstock.htm	Taking Woodstock 	7460204	Focus Features	Comedy	26/8/09	2 hrs. 1 min.	$30 million	R
1926	talentodebarrio.htm	Talento de Barrio 	68542	Maya Entertainment	Foreign	10/10/08	1 hrs. 47 min.	N/A	R
1927	taleofdespereaux.htm	The Tale of Despereaux 	50877145	Universal	Animation	19/12/08	1 hrs. 27 min.	$60 million	G
1928	talesfromearthsea.htm	Tales from Earthsea 	48461	Buena Vista	Animation	13/8/10	1 hrs. 55 min.	N/A	PG-13
1929	talktome.htm	Talk to Me 	4533261	Focus Features	Period Drama	13/7/07	1 hrs. 58 min.	N/A	R
1930	talladeganights.htm	Talladega Nights: The Ballad of Ricky Bobby 	148213377	Sony / Columbia	Sports Comedy	4/8/06	1 hrs. 50 min.	$72.5 million	PG-13
1931	talldarkstranger.htm	You Will Meet a Tall Dark Stranger 	3248246	Sony Classics	Romance	22/9/10	1 hrs. 38 min.	$22 million	R
1932	tamaradrewe.htm	Tamara Drewe 	560391	Sony Classics	Comedy	8/10/10	1 hrs. 47 min.	N/A	R
1933	taqwacores.htm	The Taqwacores 	11445	Strand	Drama	22/10/10	1 hrs. 20 min.	N/A	Unrated
1934	tararumpum.htm	Ta Ra Rum Pum 	872643	Yash Raj	Foreign	27/4/07	2 hrs. 36 min.	N/A	Unrated
1935	taxidermia.htm	Taxidermia 	11408	Regent Releasing	Foreign / Horror	14/8/09	1 hrs. 31 min.	N/A	Unrated
1936	taxitothedarkside.htm	Taxi to the Dark Side 	274661	ThinkFilm	Documentary	18/1/08	1 hrs. 46 min.	N/A	R
1937	tcmbeginning.htm	The Texas Chainsaw Massacre: The Beginning 	39517763	New Line	Horror	6/10/06	1 hrs. 24 min.	$16 million	R
1938	tearsoftheblacktiger.htm	Tears of the Black Tiger 	75234	Magnolia	Foreign / Action	12/1/07	1 hrs. 50 min.	N/A	Unrated
1939	teesmaarkhan.htm	Tees Maar Khan 	1076443	UTV Communications	Foreign	22/12/10	2 hrs. 15 min.	N/A	Unrated
1940	teeth.htm	Teeth 	347578	Roadside Attractions	Horror Comedy	18/1/08	1 hrs. 28 min.	N/A	R
1941	tellnoone.htm	Tell No One 	6177192	Music Box Films	Foreign	2/7/08	2 hrs. 5 min.	N/A	Unrated
1942	tempest10.htm	The Tempest 	277943	Miramax	Romance	10/12/10	1 hrs. 50 min.	$20 million	PG-13
1943	ten.htm	The Ten 	769726	ThinkFilm	Comedy	3/8/07	1 hrs. 35 min.	N/A	R
1944	tenaciousd.htm	Tenacious D in: The Pick of Destiny 	8334575	New Line	Comedy	22/11/06	1 hrs. 30 min.	$20 million	R
1945	tencanoes.htm	Ten Canoes 	283654	Palm	Foreign	1/6/07	1 hrs. 30 min.	N/A	Unrated
1946	tencommandments07.htm	The Ten Commandments 	952820	Rocky Mountain Pictures	Animation	19/10/07	1 hrs. 28 min.	N/A	PG
1947	tennessee.htm	Tennessee 	16100	Vivendi Entertainment	Drama	5/6/09	1 hrs. 39 min.	N/A	R
1948	teramerakirishta.htm	Tera Mera Ki Rishta 	271942	Eros	Foreign	10/4/09	2 hrs. 46 min.	N/A	Unrated
1949	terminatorsalvation.htm	Terminator Salvation 	125322469	Warner Bros.	Sci-Fi Action	21/5/09	1 hrs. 54 min.	$200 million	PG-13
1950	terri.htm	Terri 	655802	ATO Pictures	Comedy	1/7/11	1 hrs. 45 min.	N/A	R
1951	terriblyhappy.htm	Terribly Happy 	170943	Oscilloscope Pictures	Drama	5/2/10	1 hrs. 39 min.	N/A	Unrated
1952	terrrorsadvocate.htm	Terror's Advocate 	47724	Magnolia	Documentary	12/10/07	2 hrs. 15 min.	N/A	Unrated
1953	tetro.htm	Tetro 	518522	American Zoetrope	Drama	11/6/09	2 hrs. 7 min.	N/A	R
1954	thankyou2011.htm	Thank You 	463540	UTV Communications	Foreign	8/4/11	2 hrs. 5 min.	N/A	Unrated
1955	thankyouforsmoking.htm	Thank You for Smoking 	24793509	Fox Searchlight	Comedy	17/3/06	1 hrs. 32 min.	$6.5 million	R
1956	thateveningsun.htm	That Evening Sun 	281350	Freestyle Releasing	Drama	6/11/09	1 hrs. 50 min.	N/A	PG-13
1957	theartofthesteal.htm	The Art of the Steal 	544890	IFC	Documentary	26/2/10	1 hrs. 41 min.	N/A	Unrated
1958	theexplodinggirl.htm	The Exploding Girl 	25572	Oscilloscope Pictures	Drama	12/3/10	1 hrs. 19 min.	"$40,000 "	Unrated
1959	theghostwriter.htm	The Ghost Writer 	15541549	Summit Entertainment	Thriller	19/2/10	2 hrs. 8 min.	$45 million	PG-13
1960	thegoodheart.htm	The Good Heart 	NA	Magnolia	Drama	30/4/10	1 hrs. 35 min.	N/A	R
1961	thegoodthebadtheweird.htm	"The Good, the Bad, the Weird "	128486	IFC	Action / Adventure	23/4/10	2 hrs. 10 min.	$10 million	R
1962	thelaststation.htm	The Last Station 	6617867	Sony Classics	Historical Drama	15/1/10	1 hrs. 52 min.	$18 million	R
1963	themostdangerousmaninamerica.htm	The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers 	453650	First Run	Documentary	29/1/10	1 hrs. 34 min.	N/A	Unrated
1964	thenshefoundme.htm	Then She Found Me 	3735717	ThinkFilm	Comedy / Drama	25/4/08	1 hrs. 40 min.	N/A	R
1965	thepretendwife.htm	Just Go With It 	103028109	Sony / Columbia	Romantic Comedy	11/2/11	1 hrs. 50 min.	$80 million	PG-13
1966	therebedragons.htm	There Be Dragons 	1069334	Samuel Goldwyn	Drama	6/5/11	2 hrs. 0 min.	$36 million	PG-13
1967	therewillbeblood.htm	There Will Be Blood 	40222514	Paramount Vantage	Drama	26/12/07	2 hrs. 38 min.	$25 million	R
1968	therunaways.htm	The Runaways 	3573673	Apparition	Drama	19/3/10	1 hrs. 49 min.	$10 million	R
1969	thingswelostinthefire.htm	Things We Lost in the Fire 	3287315	Paramount (DreamWorks)	Drama	19/10/07	1 hrs. 59 min.	N/A	R
1970	thirst.htm	Thirst 	318574	Focus Features	Foreign / Horror	31/7/09	2 hrs. 14 min.	N/A	R
1971	thischristmas.htm	This Christmas 	49121934	Sony / Screen Gems	Drama	21/11/07	1 hrs. 57 min.	$13 million	PG-13
1972	thisfilmisnotyetrated.htm	This Film Is Not Yet Rated 	306845	IFC	Documentary	1/9/06	1 hrs. 37 min.	N/A	Unrated
1973	thisisengland.htm	This Is England 	329379	IFC	Drama	25/7/07	1 hrs. 40 min.	N/A	Unrated
1974	thor.htm	Thor 	181030624	Paramount	Action / Adventure	6/5/11	1 hrs. 55 min.	$150 million	PG-13
1975	thousandyearsofgoodprayers.htm	A Thousand Years of Good Prayers 	76806	Magnolia	Drama	19/9/08	1 hrs. 23 min.	N/A	Unrated
1976	threemonkeys.htm	Three Monkeys 	41343	Zeitgeist	Foreign	27/3/09	1 hrs. 49 min.	N/A	Unrated
1977	threetimes.htm	Three Times 	151922	IFC	Foreign	26/4/06	2 hrs. 0 min.	N/A	Unrated
1978	tideland.htm	Tideland 	66453	ThinkFilm	Fantasy Drama	13/10/06	2 hrs. 0 min.	N/A	R
1979	tillmanstory.htm	The Tillman Story 	802535	Weinstein Company	Documentary	20/8/10	1 hrs. 34 min.	N/A	R
1980	time.htm	Time 	16070	Lifesize	Foreign	13/7/07	1 hrs. 37 min.	N/A	Unrated
1981	timecrimes.htm	Timecrimes 	39127	Magnolia	Foreign	12/12/08	1 hrs. 29 min.	N/A	R
1982	timethatremains.htm	The Time That Remains 	32869	IFC	Foreign	7/1/11	1 hrs. 45 min.	N/A	Unrated
1983	timetoleave.htm	Time to Leave 	117686	Strand	Foreign	21/7/06	1 hrs. 25 min.	N/A	Unrated
1984	timetravelerswife.htm	The Time Traveler's Wife 	63414846	Warner Bros. (New Line)	Romance	14/8/09	1 hrs. 48 min.	$39 million	PG-13
1985	tinyfurniture.htm	Tiny Furniture 	391674	IFC	Comedy	12/11/10	1 hrs. 39 min.	N/A	Unrated
1986	tmntcg.htm	TMNT 	54149098	Warner Bros.	Animation	23/3/07	1 hrs. 30 min.	$34 million	PG
1987	todaysspecial.htm	Today's Special 	317831	Vitagraph	Comedy	19/11/10	1 hrs. 39 min.	N/A	Unrated
1988	toetotoe.htm	Toe to Toe 	21648	Strand	Drama	26/2/10	1 hrs. 44 min.	N/A	Unrated
1989	tokyo09.htm	Tokyo! 	351059	Liberation Entertainment	Foreign	6/3/09	1 hrs. 52 min.	N/A	Unrated
1990	tokyosonata.htm	Tokyo Sonata 	278356	Regent Releasing	Foreign	13/3/09	1 hrs. 59 min.	N/A	PG-13
1991	tonymanero.htm	Tony Manero 	20677	Lorber Films	Foreign	3/7/09	1 hrs. 38 min.	N/A	Unrated
1992	toothfairy.htm	Tooth Fairy 	60022256	Fox	Fantasy Comedy	22/1/10	1 hrs. 42 min.	$48 million	PG
1993	topptwins.htm	The Topp Twins: Untouchable Girls 	29316	Argot Pictures	Documentary	13/5/11	1 hrs. 24 min.	N/A	Unrated
1994	tortillaheaven.htm	Tortilla Heaven 	105401	Wildcat Releasing	Comedy	16/3/07	1 hrs. 34 min.	N/A	PG-13
